,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
1387,Orlando Magic,36,83,43.4,11,31,35.5,16,19,84.2,11,29,40,23,9,4,17,17,99,-6,1,695,1/23/2018
1388,Brooklyn Nets,37,79,46.8,16,38,42.1,18,25,72,8,37,45,27,1,5,12,25,108,-1,0,696,1/23/2018
1389,Oklahoma City Thunder,40,94,42.6,7,25,28,22,32,68.8,16,34,50,12,7,4,4,18,109,1,1,696,1/23/2018
1390,Cleveland Cavaliers,35,72,48.6,6,21,28.6,26,31,83.9,6,35,41,19,6,3,18,14,102,-12,0,697,1/23/2018
1391,San Antonio Spurs,47,94,50,8,28,28.6,12,16,75,13,32,45,23,11,4,9,19,114,12,1,697,1/23/2018
1392,New York Knicks,43,83,51.8,9,22,40.9,17,19,89.5,6,32,38,28,4,0,13,20,112,-11,0,698,1/23/2018
1393,Golden State Warriors,46,83,55.4,13,30,43.3,18,20,90,3,33,36,40,6,3,12,16,123,11,1,698,1/23/2018
1394,Boston Celtics,42,90,46.7,15,44,34.1,8,10,80,7,35,42,22,3,5,11,25,107,-1,0,699,1/23/2018
1395,Los Angeles Lakers,40,91,44,7,26,26.9,21,36,58.3,14,37,51,18,6,2,10,16,108,1,1,699,1/23/2018
1396,New Orleans Pelicans,39,87,44.8,9,26,34.6,14,18,77.8,8,34,42,26,6,10,15,19,101,5,0,700,1/24/2018
1397,Charlotte Hornets,36,85,42.4,6,21,28.6,18,31,58.1,10,39,49,16,5,6,14,23,96,-5,1,700,1/24/2018
1398,Utah Jazz,38,96,39.6,10,31,32.3,12,16,75,9,35,44,24,11,9,14,15,98,3,0,701,1/24/2018
1399,Detroit Pistons,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,10,7,19,16,95,-3,1,701,1/24/2018
1400,Phoenix Suns,35,84,41.7,9,35,25.7,22,29,75.9,10,32,42,22,3,2,16,26,101,-15,0,702,1/24/2018
1401,Indiana Pacers,45,80,56.3,9,24,37.5,17,25,68,3,36,39,32,11,3,12,24,116,15,1,702,1/24/2018
1402,Chicago Bulls,36,94,38.3,11,37,29.7,18,22,81.8,10,33,43,20,8,2,11,15,101,-14,0,703,1/24/2018
1403,Philadelphia 76ers,42,81,51.9,16,32,50,15,20,75,6,42,48,31,6,7,14,20,115,14,1,703,1/24/2018
1404,Toronto Raptors,39,89,43.8,14,36,38.9,16,25,64,12,40,52,25,10,12,17,22,108,15,0,704,1/24/2018
1405,Atlanta Hawks,37,94,39.4,7,21,33.3,12,17,70.6,12,35,47,19,8,9,16,21,93,-15,1,704,1/24/2018
1406,Houston Rockets,36,82,43.9,21,51,41.2,11,23,47.8,7,36,43,20,8,3,9,19,104,7,0,705,1/24/2018
1407,Dallas Mavericks,35,82,42.7,15,35,42.9,12,18,66.7,9,40,49,24,5,2,13,21,97,-7,1,705,1/24/2018
1408,San Antonio Spurs,38,82,46.3,10,24,41.7,22,25,88,11,34,45,29,9,6,13,19,108,23,0,706,1/24/2018
1409,Memphis Grizzlies,36,83,43.4,2,18,11.1,11,14,78.6,9,32,41,19,7,4,17,25,85,-23,1,706,1/24/2018
1410,Minnesota Timberwolves,45,84,53.6,6,16,37.5,18,22,81.8,5,28,33,20,7,2,6,14,114,-9,0,707,1/24/2018
1411,Portland Trail Blazers,45,82,54.9,17,31,54.8,16,21,76.2,6,31,37,24,4,1,10,16,123,9,1,707,1/24/2018
1412,Boston Celtics,39,93,41.9,14,40,35,21,22,95.5,10,37,47,25,10,3,13,28,113,11,0,708,1/24/2018
1413,LA Clippers,35,79,44.3,5,21,23.8,27,39,69.2,10,30,40,26,6,5,19,15,102,-11,1,708,1/24/2018
1414,Sacramento Kings,38,81,46.9,5,12,41.7,8,14,57.1,5,33,38,17,3,6,13,21,89,1,0,709,1/25/2018
1415,Miami Heat,31,82,37.8,12,34,35.3,14,18,77.8,7,39,46,19,8,4,13,19,88,-1,1,709,1/25/2018
1416,Washington Wizards,42,86,48.8,16,35,45.7,12,16,75,12,27,39,25,10,2,23,25,112,-9,0,710,1/25/2018
1417,Oklahoma City Thunder,45,87,51.7,9,27,33.3,22,29,75.9,13,27,40,18,16,6,14,15,121,9,1,710,1/25/2018
1418,New York Knicks,45,82,54.9,8,21,38.1,20,24,83.3,3,30,33,32,9,5,10,20,118,-12,0,711,1/25/2018
1419,Denver Nuggets,48,80,60,14,28,50,20,24,83.3,2,30,32,36,3,2,13,20,130,12,1,711,1/25/2018
1420,Minnesota Timberwolves,46,101,45.5,6,20,30,15,18,83.3,13,30,43,25,9,3,10,15,113,-13,0,712,1/25/2018
1421,Golden State Warriors,48,89,53.9,21,37,56.8,9,15,60,11,36,47,37,9,8,15,17,126,13,1,712,1/25/2018
1422,Atlanta Hawks,37,79,46.8,15,30,50,21,25,84,6,33,39,23,6,5,20,26,110,-11,0,713,1/26/2018
1423,Charlotte Hornets,40,88,45.5,13,34,38.2,28,32,87.5,11,32,43,25,13,8,11,25,121,11,1,713,1/26/2018
1424,Indiana Pacers,43,91,47.3,13,31,41.9,9,11,81.8,8,29,37,27,13,1,16,15,108,-7,0,714,1/26/2018
1425,Cleveland Cavaliers,46,82,56.1,13,37,35.1,10,13,76.9,8,36,44,27,13,4,20,11,115,7,1,714,1/26/2018
1426,Utah Jazz,36,87,41.4,10,21,47.6,15,21,71.4,10,37,47,20,7,5,13,16,97,4,0,715,1/26/2018
1427,Toronto Raptors,37,95,38.9,7,27,25.9,12,17,70.6,16,36,52,23,10,13,11,18,93,-4,1,715,1/26/2018
1428,Los Angeles Lakers,41,91,45.1,5,24,20.8,21,28,75,10,38,48,23,6,3,9,23,108,5,0,716,1/26/2018
1429,Chicago Bulls,35,93,37.6,17,36,47.2,16,24,66.7,16,37,53,21,3,7,13,25,103,-5,1,716,1/26/2018
1430,LA Clippers,39,80,48.7,10,27,37,21,29,72.4,3,33,36,23,15,6,10,20,109,9,0,717,1/26/2018
1431,Memphis Grizzlies,39,81,48.1,8,27,29.6,14,18,77.8,8,35,43,31,1,9,19,24,100,-9,1,717,1/26/2018
1432,Brooklyn Nets,33,89,37.1,8,34,23.5,17,20,85,11,34,45,18,5,2,14,19,91,-25,0,718,1/26/2018
1433,Milwaukee Bucks,43,83,51.8,12,23,52.2,18,20,90,3,41,44,28,9,6,9,17,116,25,1,718,1/26/2018
1434,Houston Rockets,36,78,46.2,12,36,33.3,29,35,82.9,2,33,35,22,10,2,12,23,113,-2,0,719,1/26/2018
1435,New Orleans Pelicans,44,82,53.7,11,27,40.7,16,21,76.2,6,36,42,36,8,5,15,26,115,2,1,719,1/26/2018
1436,Portland Trail Blazers,39,79,49.4,10,30,33.3,19,23,82.6,10,44,54,20,4,6,14,17,107,14,0,720,1/26/2018
1437,Dallas Mavericks,35,89,39.3,10,30,33.3,13,17,76.5,8,29,37,17,9,3,5,19,93,-14,1,720,1/26/2018
1438,Philadelphia 76ers,38,79,48.1,9,21,42.9,12,18,66.7,12,38,50,23,5,4,9,20,97,19,0,721,1/26/2018
1439,San Antonio Spurs,30,75,40,3,24,12.5,15,18,83.3,5,31,36,20,6,5,9,14,78,-19,1,721,1/26/2018
1440,New York Knicks,41,85,48.2,9,25,36,16,22,72.7,10,39,49,25,7,10,16,20,107,22,0,722,1/26/2018
1441,Phoenix Suns,33,94,35.1,11,33,33.3,8,13,61.5,12,30,42,15,6,3,14,24,85,-22,1,722,1/26/2018
1442,Oklahoma City Thunder,45,93,48.4,14,33,42.4,17,23,73.9,13,30,43,23,9,2,9,20,121,13,0,723,1/27/2018
1443,Detroit Pistons,39,84,46.4,12,33,36.4,18,24,75,13,30,43,24,4,3,16,20,108,-13,1,723,1/27/2018
1444,Orlando Magic,42,77,54.5,8,25,32,20,32,62.5,13,27,40,21,6,7,14,18,112,-2,0,724,1/27/2018
1445,Indiana Pacers,47,87,54,5,18,27.8,15,19,78.9,9,29,38,25,9,1,9,24,114,2,1,724,1/27/2018
1446,Washington Wizards,49,85,57.6,18,32,56.3,13,14,92.9,7,31,38,40,7,6,12,21,129,25,0,725,1/27/2018
1447,Atlanta Hawks,38,88,43.2,12,43,27.9,16,21,76.2,11,21,32,24,2,4,12,15,104,-25,1,725,1/27/2018
1448,Charlotte Hornets,29,84,34.5,5,24,20.8,28,35,80,12,34,46,12,6,6,7,15,91,-4,0,726,1/27/2018
1449,Miami Heat,38,85,44.7,8,26,30.8,11,18,61.1,11,40,51,25,4,5,12,24,95,4,1,726,1/27/2018
1450,Boston Celtics,37,85,43.5,14,28,50,17,24,70.8,11,34,45,17,6,2,14,23,105,-4,0,727,1/27/2018
1451,Golden State Warriors,38,84,45.2,10,27,37,23,26,88.5,10,33,43,19,9,9,11,17,109,4,1,727,1/27/2018
1452,Brooklyn Nets,38,82,46.3,9,30,30,12,15,80,11,32,43,22,3,7,15,19,97,-14,0,728,1/27/2018
1453,Minnesota Timberwolves,42,96,43.8,4,21,19,23,26,88.5,16,33,49,20,9,7,5,12,111,14,1,728,1/27/2018
1454,Dallas Mavericks,34,85,40,11,31,35.5,10,19,52.6,8,35,43,17,8,5,8,15,89,-2,0,729,1/27/2018
1455,Denver Nuggets,34,81,42,12,33,36.4,11,15,73.3,9,44,53,23,6,8,14,21,91,2,1,729,1/27/2018
1456,Milwaukee Bucks,41,77,53.2,13,28,46.4,15,25,60,7,36,43,28,11,4,14,16,110,14,0,730,1/28/2018
1457,Chicago Bulls,36,87,41.4,12,34,35.3,12,15,80,10,31,41,25,8,2,16,18,96,-14,1,730,1/28/2018
1458,Phoenix Suns,36,85,42.4,8,33,24.2,22,26,84.6,7,36,43,17,7,2,12,29,102,-11,0,731,1/28/2018
1459,Houston Rockets,32,72,44.4,11,37,29.7,38,49,77.6,5,38,43,17,8,2,12,21,113,11,1,731,1/28/2018
1460,LA Clippers,45,96,46.9,9,28,32.1,13,18,72.2,11,39,50,29,7,4,12,19,112,9,0,732,1/28/2018
1461,New Orleans Pelicans,38,85,44.7,9,35,25.7,18,25,72,7,40,47,23,9,6,15,20,103,-9,1,732,1/28/2018
1462,Detroit Pistons,40,95,42.1,14,36,38.9,10,13,76.9,7,36,43,31,5,6,6,23,104,-17,0,733,1/28/2018
1463,Cleveland Cavaliers,42,83,50.6,15,35,42.9,22,26,84.6,4,41,45,27,2,3,10,14,121,17,1,733,1/28/2018
1464,Los Angeles Lakers,40,91,44,8,25,32,23,33,69.7,13,31,44,22,9,4,14,21,111,-12,0,734,1/28/2018
1465,Toronto Raptors,46,92,50,12,31,38.7,19,25,76,12,41,53,23,4,4,14,23,123,12,1,734,1/28/2018
1466,Philadelphia 76ers,38,76,50,11,29,37.9,25,31,80.6,12,28,40,19,7,5,14,26,112,-10,0,735,1/28/2018
1467,Oklahoma City Thunder,45,92,48.9,10,33,30.3,22,30,73.3,17,24,41,21,7,3,10,25,122,10,1,735,1/28/2018
1468,Sacramento Kings,35,82,42.7,18,34,52.9,10,11,90.9,6,28,34,21,5,3,9,20,98,-15,0,736,1/28/2018
1469,San Antonio Spurs,45,90,50,11,25,44,12,17,70.6,13,39,52,33,4,2,7,13,113,15,1,736,1/28/2018
1470,Charlotte Hornets,37,83,44.6,9,31,29,13,20,65,11,29,40,18,5,2,16,14,96,-9,0,737,1/29/2018
1471,Indiana Pacers,45,83,54.2,6,21,28.6,9,11,81.8,6,32,38,28,7,3,12,19,105,9,1,737,1/29/2018
1472,Minnesota Timberwolves,39,83,47,7,19,36.8,15,18,83.3,7,28,35,24,15,5,13,18,100,-5,0,738,1/29/2018
1473,Atlanta Hawks,39,79,49.4,13,34,38.2,14,16,87.5,8,36,44,27,8,8,21,18,105,5,1,738,1/29/2018
1474,Phoenix Suns,38,82,46.3,7,23,30.4,26,36,72.2,15,22,37,20,11,2,19,20,109,-11,0,739,1/29/2018
1475,Memphis Grizzlies,47,83,56.6,11,22,50,15,18,83.3,12,26,38,29,7,9,20,27,120,11,1,739,1/29/2018
1476,Philadelphia 76ers,36,82,43.9,2,26,7.7,21,23,91.3,10,33,43,22,5,4,14,17,95,-12,0,740,1/29/2018
1477,Milwaukee Bucks,38,80,47.5,11,28,39.3,20,22,90.9,8,34,42,26,6,8,9,19,107,12,1,740,1/29/2018
1478,Miami Heat,34,75,45.3,12,31,38.7,15,19,78.9,11,30,41,23,9,11,16,19,95,7,0,741,1/29/2018
1479,Dallas Mavericks,33,86,38.4,8,29,27.6,14,16,87.5,11,29,40,20,10,3,12,22,88,-7,1,741,1/29/2018
1480,Boston Celtics,43,91,47.3,17,36,47.2,8,10,80,10,30,40,28,4,6,9,19,111,1,0,742,1/29/2018
1481,Denver Nuggets,42,93,45.2,10,33,30.3,16,21,76.2,15,32,47,31,4,3,10,14,110,-1,1,742,1/29/2018
1482,Oklahoma City Thunder,30,80,37.5,9,32,28.1,27,34,79.4,14,38,52,19,7,8,20,24,96,-6,0,743,1/30/2018
1483,Washington Wizards,34,89,38.2,7,25,28,27,29,93.1,7,36,43,27,8,7,12,28,102,6,1,743,1/30/2018
1484,Brooklyn Nets,36,87,41.4,9,37,24.3,14,16,87.5,11,38,49,15,6,3,17,21,95,-16,0,744,1/30/2018
1485,New York Knicks,39,89,43.8,13,26,50,20,25,80,12,35,47,22,6,6,11,13,111,16,1,744,1/30/2018
1486,Minnesota Timberwolves,42,85,49.4,5,12,41.7,15,24,62.5,10,30,40,21,4,2,8,19,104,-5,0,745,1/30/2018
1487,Toronto Raptors,39,81,48.1,9,29,31,22,26,84.6,9,30,39,28,3,4,8,18,109,5,1,745,1/30/2018
1488,Cleveland Cavaliers,38,84,45.2,13,35,37.1,25,32,78.1,7,34,41,24,2,5,15,22,114,-11,0,746,1/30/2018
1489,Detroit Pistons,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,12,5,10,27,125,11,1,746,1/30/2018
1490,Orlando Magic,42,83,50.6,15,31,48.4,8,10,80,7,26,33,26,6,4,10,22,107,-7,0,747,1/30/2018
1491,Houston Rockets,39,77,50.6,13,35,37.1,23,28,82.1,8,32,40,17,5,5,12,15,114,7,1,747,1/30/2018
1492,Sacramento Kings,46,97,47.4,10,26,38.5,12,14,85.7,14,35,49,22,7,1,14,21,114,11,0,748,1/30/2018
1493,New Orleans Pelicans,39,77,50.6,9,25,36,16,22,72.7,2,34,36,26,7,8,15,18,103,-11,1,748,1/30/2018
1494,Denver Nuggets,40,86,46.5,10,23,43.5,14,14,100,10,28,38,22,11,6,13,14,104,-2,0,749,1/30/2018
1495,San Antonio Spurs,46,92,50,9,24,37.5,5,5,100,13,30,43,33,4,9,16,15,106,2,1,749,1/30/2018
1496,Golden State Warriors,39,85,45.9,5,25,20,16,21,76.2,11,26,37,27,10,7,19,16,99,-30,0,750,1/30/2018
1497,Utah Jazz,53,91,58.2,14,28,50,9,14,64.3,7,35,42,25,16,3,11,22,129,30,1,750,1/30/2018
1498,Portland Trail Blazers,36,98,36.7,13,30,43.3,19,22,86.4,18,41,59,21,12,6,12,21,104,8,0,751,1/30/2018
1499,LA Clippers,35,85,41.2,6,22,27.3,20,26,76.9,9,41,50,22,5,7,13,17,96,-8,1,751,1/30/2018
1500,Memphis Grizzlies,39,82,47.6,12,26,46.2,11,15,73.3,14,27,41,20,10,1,18,21,101,-4,0,752,1/31/2018
1501,Indiana Pacers,37,70,52.9,10,26,38.5,21,31,67.7,8,25,33,20,16,4,14,15,105,4,1,752,1/31/2018
1502,Los Angeles Lakers,39,83,47,4,20,20,23,30,76.7,11,32,43,18,7,1,16,18,105,-22,0,753,1/31/2018
1503,Orlando Magic,44,81,54.3,18,32,56.3,21,29,72.4,4,31,35,28,13,4,14,23,127,22,1,753,1/31/2018
1504,Charlotte Hornets,46,90,51.1,17,32,53.1,14,18,77.8,12,30,42,29,6,1,10,21,123,13,0,754,1/31/2018
1505,Atlanta Hawks,39,77,50.6,12,32,37.5,20,22,90.9,4,25,29,26,5,4,9,16,110,-13,1,754,1/31/2018
1506,Philadelphia 76ers,36,76,47.4,7,18,38.9,29,34,85.3,6,27,33,17,7,5,8,21,108,-8,0,755,1/31/2018
1507,Brooklyn Nets,39,77,50.6,13,32,40.6,25,28,89.3,9,30,39,19,3,9,11,26,116,8,1,755,1/31/2018
1508,Miami Heat,36,83,43.4,3,28,10.7,14,25,56,6,46,52,17,8,5,19,25,89,-2,0,756,1/31/2018
1509,Cleveland Cavaliers,28,80,35,6,26,23.1,29,38,76.3,7,38,45,18,9,5,16,20,91,2,1,756,1/31/2018
1510,New York Knicks,28,87,32.2,3,17,17.6,14,21,66.7,9,35,44,16,4,4,14,17,73,-30,0,757,1/31/2018
1511,Boston Celtics,40,83,48.2,11,26,42.3,12,20,60,5,44,49,27,8,3,9,22,103,30,1,757,1/31/2018
1512,Chicago Bulls,41,99,41.4,13,34,38.2,13,22,59.1,12,24,36,19,10,4,6,16,108,-16,0,758,1/31/2018
1513,Portland Trail Blazers,46,82,56.1,15,32,46.9,17,20,85,5,43,48,21,3,6,17,19,124,16,1,758,1/31/2018
1514,Dallas Mavericks,32,88,36.4,10,36,27.8,14,26,53.8,15,34,49,18,11,4,12,18,88,-14,0,759,1/31/2018
1515,Phoenix Suns,40,83,48.2,11,30,36.7,11,15,73.3,8,39,47,23,9,3,17,29,102,14,1,759,1/31/2018
1516,Memphis Grizzlies,40,96,41.7,8,31,25.8,14,14,100,10,39,49,22,3,3,9,24,102,-2,0,760,2/1/2018
1517,Detroit Pistons,35,76,46.1,7,25,28,27,37,73,4,37,41,20,8,4,7,19,104,2,1,760,2/1/2018
1518,Toronto Raptors,44,83,53,12,29,41.4,19,24,79.2,8,24,32,20,7,3,18,26,119,-3,0,761,2/1/2018
1519,Washington Wizards,44,85,51.8,10,30,33.3,24,26,92.3,12,32,44,30,10,2,16,21,122,3,1,761,2/1/2018
1520,Milwaukee Bucks,32,85,37.6,6,29,20.7,19,25,76,15,28,43,19,6,1,15,21,89,-19,0,762,2/1/2018
1521,Minnesota Timberwolves,42,78,53.8,7,19,36.8,17,20,85,4,35,39,27,8,7,13,15,108,19,1,762,2/1/2018
1522,Houston Rockets,37,83,44.6,14,42,33.3,14,17,82.4,7,31,38,20,10,7,9,16,102,11,0,763,2/1/2018
1523,San Antonio Spurs,35,83,42.2,6,24,25,15,17,88.2,9,37,46,21,7,5,16,12,91,-11,1,763,2/1/2018
1524,Oklahoma City Thunder,51,98,52,9,28,32.1,13,17,76.5,9,31,40,34,5,6,7,18,124,-3,0,764,2/1/2018
1525,Denver Nuggets,50,97,51.5,15,38,39.5,12,17,70.6,9,34,43,32,3,10,11,17,127,3,1,764,2/1/2018
1526,Indiana Pacers,44,87,50.6,12,29,41.4,26,28,92.9,7,24,31,21,10,6,11,25,126,-7,0,765,2/2/2018
1527,Charlotte Hornets,44,83,53,15,33,45.5,30,34,88.2,11,32,43,27,5,2,15,21,133,7,1,765,2/2/2018
1528,Atlanta Hawks,34,80,42.5,11,31,35.5,31,34,91.2,4,32,36,21,6,4,12,18,110,-9,0,766,2/2/2018
1529,Boston Celtics,45,89,50.6,11,24,45.8,18,20,90,7,35,42,26,8,3,11,23,119,9,1,766,2/2/2018
1530,Los Angeles Lakers,39,92,42.4,10,26,38.5,14,20,70,18,38,56,21,5,6,15,18,102,3,0,767,2/2/2018
1531,Brooklyn Nets,37,82,45.1,9,29,31,16,23,69.6,5,33,38,20,7,8,11,18,99,-3,1,767,2/2/2018
1532,Portland Trail Blazers,37,73,50.7,7,21,33.3,24,33,72.7,4,32,36,20,4,2,10,15,105,-25,0,768,2/2/2018
1533,Toronto Raptors,46,99,46.5,19,40,47.5,19,21,90.5,17,25,42,21,5,4,6,23,130,25,1,768,2/2/2018
1534,Miami Heat,34,87,39.1,12,37,32.4,17,26,65.4,16,33,49,20,3,5,11,16,97,-6,0,769,2/2/2018
1535,Philadelphia 76ers,42,85,49.4,8,24,33.3,11,15,73.3,9,30,39,28,9,4,10,23,103,6,1,769,2/2/2018
1536,New York Knicks,36,89,40.4,5,25,20,13,17,76.5,18,39,57,24,7,4,18,21,90,-2,0,770,2/2/2018
1537,Milwaukee Bucks,33,76,43.4,7,24,29.2,19,26,73.1,4,32,36,18,10,8,11,21,92,2,1,770,2/2/2018
1538,New Orleans Pelicans,46,90,51.1,13,24,54.2,9,13,69.2,5,36,41,30,10,2,16,20,114,14,0,771,2/2/2018
1539,Oklahoma City Thunder,37,97,38.1,9,36,25,17,20,85,15,37,52,24,6,5,16,18,100,-14,1,771,2/2/2018
1540,Utah Jazz,51,90,56.7,15,29,51.7,12,17,70.6,9,42,51,30,7,6,11,21,129,32,0,772,2/2/2018
1541,Phoenix Suns,36,87,41.4,9,33,27.3,16,19,84.2,6,26,32,19,7,5,12,25,97,-32,1,772,2/2/2018
1542,Golden State Warriors,44,80,55,17,33,51.5,14,16,87.5,7,44,51,25,8,4,25,19,119,15,0,773,2/2/2018
1543,Sacramento Kings,42,95,44.2,10,25,40,10,15,66.7,6,27,33,22,16,3,10,14,104,-15,1,773,2/2/2018
1544,Chicago Bulls,35,97,36.1,12,37,32.4,21,21,100,13,35,48,22,6,4,11,20,103,-10,0,774,2/3/2018
1545,LA Clippers,40,88,45.5,9,25,36,24,28,85.7,10,44,54,23,4,5,13,18,113,10,1,774,2/3/2018
1546,Miami Heat,44,91,48.4,14,36,38.9,5,7,71.4,7,26,33,30,13,4,11,14,107,-4,0,775,2/3/2018
1547,Detroit Pistons,44,84,52.4,9,26,34.6,14,17,82.4,13,36,49,23,7,5,17,12,111,4,1,775,2/3/2018
1548,Philadelphia 76ers,33,87,37.9,10,32,31.3,16,24,66.7,15,34,49,21,8,2,18,21,92,-8,0,776,2/3/2018
1549,Indiana Pacers,35,79,44.3,9,27,33.3,21,25,84,6,36,42,25,15,8,13,19,100,8,1,776,2/3/2018
1550,Washington Wizards,46,85,54.1,7,26,26.9,16,18,88.9,12,26,38,35,14,6,14,19,115,17,0,777,2/3/2018
1551,Orlando Magic,34,77,44.2,10,32,31.3,20,22,90.9,10,25,35,17,12,4,20,15,98,-17,1,777,2/3/2018
1552,Houston Rockets,44,93,47.3,19,51,37.3,13,16,81.3,6,47,53,28,6,5,8,19,120,32,0,778,2/3/2018
1553,Cleveland Cavaliers,34,87,39.1,8,30,26.7,12,16,75,5,42,47,22,4,3,11,16,88,-32,1,778,2/3/2018
1554,New Orleans Pelicans,42,101,41.6,8,33,24.2,15,17,88.2,18,33,51,23,9,8,13,11,107,-11,0,779,2/3/2018
1555,Minnesota Timberwolves,48,95,50.5,10,21,47.6,12,16,75,12,38,50,21,9,3,12,13,118,11,1,779,2/3/2018
1556,Utah Jazz,39,69,56.5,12,23,52.2,30,36,83.3,5,32,37,26,6,5,17,19,120,9,0,780,2/3/2018
1557,San Antonio Spurs,44,91,48.4,10,26,38.5,13,18,72.2,11,25,36,25,9,5,12,27,111,-9,1,780,2/3/2018
1558,Golden State Warriors,43,86,50,8,31,25.8,14,23,60.9,11,31,42,28,9,10,13,23,108,-7,0,781,2/3/2018
1559,Denver Nuggets,39,91,42.9,12,29,41.4,25,29,86.2,16,32,48,28,7,0,15,17,115,7,1,781,2/3/2018
1560,Dallas Mavericks,41,83,49.4,13,41,31.7,11,14,78.6,9,27,36,28,8,0,13,12,106,7,0,782,2/3/2018
1561,Sacramento Kings,43,82,52.4,8,27,29.6,5,6,83.3,7,25,32,23,11,3,16,21,99,-7,1,782,2/3/2018
1562,Portland Trail Blazers,36,91,39.6,13,31,41.9,11,14,78.6,10,36,46,21,4,9,8,17,96,-1,0,783,2/4/2018
1563,Boston Celtics,35,85,41.2,15,36,41.7,12,17,70.6,9,42,51,24,3,6,11,16,97,1,1,783,2/4/2018
1564,Milwaukee Bucks,42,81,51.9,8,19,42.1,17,21,81,14,40,54,19,3,7,13,16,109,15,0,784,2/4/2018
1565,Brooklyn Nets,37,90,41.1,9,29,31,11,14,78.6,11,25,36,25,5,1,9,19,94,-15,1,784,2/4/2018
1566,Atlanta Hawks,35,87,40.2,15,33,45.5,14,19,73.7,13,31,44,25,6,3,16,12,99,3,0,785,2/4/2018
1567,New York Knicks,41,94,43.6,5,23,21.7,9,15,60,16,32,48,16,10,8,15,16,96,-3,1,785,2/4/2018
1568,Memphis Grizzlies,29,81,35.8,8,25,32,20,23,87,13,32,45,17,7,6,19,23,86,-15,0,786,2/4/2018
1569,Toronto Raptors,41,89,46.1,6,35,17.1,13,15,86.7,10,34,44,21,13,7,11,20,101,15,1,786,2/4/2018
1570,Los Angeles Lakers,42,86,48.8,13,30,43.3,11,18,61.1,8,32,40,24,6,7,19,20,108,4,0,787,2/4/2018
1571,Oklahoma City Thunder,40,89,44.9,7,25,28,17,25,68,13,33,46,17,13,6,17,18,104,-4,1,787,2/4/2018
1572,Charlotte Hornets,40,96,41.7,10,38,26.3,25,29,86.2,13,30,43,24,12,6,8,17,115,5,0,788,2/4/2018
1573,Phoenix Suns,41,77,53.2,15,29,51.7,13,13,100,2,37,39,24,4,4,19,25,110,-5,1,788,2/4/2018
1574,Portland Trail Blazers,37,94,39.4,10,33,30.3,7,8,87.5,13,32,45,18,9,5,13,14,91,-20,0,789,2/5/2018
1575,Detroit Pistons,44,88,50,15,30,50,8,12,66.7,10,41,51,36,7,4,14,14,111,20,1,789,2/5/2018
1576,Washington Wizards,45,82,54.9,7,25,28,14,17,82.4,7,36,43,29,8,1,14,23,111,9,0,790,2/5/2018
1577,Indiana Pacers,37,80,46.3,12,29,41.4,16,25,64,8,27,35,19,6,2,16,18,102,-9,1,790,2/5/2018
1578,Orlando Magic,41,84,48.8,13,30,43.3,16,19,84.2,5,34,39,25,8,5,11,26,111,2,0,791,2/5/2018
1579,Miami Heat,40,93,43,3,23,13,26,35,74.3,17,36,53,21,5,4,12,19,109,-2,1,791,2/5/2018
1580,Utah Jazz,52,89,58.4,14,21,66.7,15,17,88.2,9,36,45,29,6,5,13,18,133,24,0,792,2/5/2018
1581,New Orleans Pelicans,47,93,50.5,8,22,36.4,7,13,53.8,6,24,30,24,10,6,14,15,109,-24,1,792,2/5/2018
1582,Charlotte Hornets,39,77,50.6,11,26,42.3,15,24,62.5,5,31,36,21,7,1,10,16,104,-17,0,793,2/5/2018
1583,Denver Nuggets,46,81,56.8,18,34,52.9,11,13,84.6,5,36,41,30,10,2,11,15,121,17,1,793,2/5/2018
1584,Chicago Bulls,32,80,40,14,36,38.9,20,24,83.3,9,37,46,20,6,1,12,21,98,-6,0,794,2/5/2018
1585,Sacramento Kings,37,84,44,11,32,34.4,19,25,76,9,36,45,22,5,5,11,17,104,6,1,794,2/5/2018
1586,Dallas Mavericks,33,80,41.2,17,42,40.5,18,20,90,7,31,38,22,5,5,20,23,101,-3,0,795,2/5/2018
1587,LA Clippers,42,87,48.3,10,27,37,10,12,83.3,5,34,39,28,10,3,13,16,104,3,1,795,2/5/2018
1588,Cleveland Cavaliers,36,84,42.9,12,37,32.4,14,20,70,9,27,36,19,4,4,14,24,98,-18,0,796,2/6/2018
1589,Orlando Magic,46,88,52.3,6,22,27.3,18,27,66.7,12,38,50,27,7,8,12,16,116,18,1,796,2/6/2018
1590,Boston Celtics,33,83,39.8,10,23,43.5,15,20,75,9,29,38,21,3,3,17,19,91,-20,0,797,2/6/2018
1591,Toronto Raptors,40,80,50,17,36,47.2,14,17,82.4,5,35,40,29,10,4,15,18,111,20,1,797,2/6/2018
1592,Memphis Grizzlies,34,79,43,4,22,18.2,10,13,76.9,9,28,37,23,7,5,25,24,82,-26,0,798,2/6/2018
1593,Atlanta Hawks,42,83,50.6,8,25,32,16,21,76.2,8,28,36,29,13,5,13,16,108,26,1,798,2/6/2018
